"id","condition_uuid","condition","created_at","updated_at","deleted_at"
"1058","3020c0a192","Systemic Sclerosis/Scleroderma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1059","8d82f08471","Tachycardia (racing heart)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1060","f14c346ddd","Tachypnea (Short of breath)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1061","369150452f","Tardive Dyskinesia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1062","3ccd0936ea","Taste and Smell Disorders (Ageusia)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1063","8e98dbd2e2","Taste Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1064","fa893eb5e9","Tay-Sachs Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1065","ee9fe293ed","Teenage Pregnancy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1066","09f411da1f","Temporal Arteritis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1067","5f7696aefe","Temporomandibular Joint Dysfunction (TMJ)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1068","d66931f98e","Tendinitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1069","81fba28566","Tennis Elbow","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1070","7535995bdf","Tension Headache","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1071","a03572fe47","Testicular Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1072","fa7e4a4b28","Testicular Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1073","62a7aaccdb","Tetanus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1074","77e6c48f94","Thalassemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1075","d98cb8cb3e","Thoracic Aortic Aneurysm","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1076","d60f49c124","Thoracic Outlet Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1077","de370e63d1","Throat Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1078","a488ed34d4","Throat Cancer (Oropharyngeal Cancer)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1079","89d5944d78","Throat Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1080","da74578395","Throat Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1081","3209cfc80f","Throat/Esophagus Disorder (e.g. Achalasia)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1082","c760462dbb","Thrombocytopenia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1083","1a6bb5dd61","Thrombophlebitis (Blood Clots)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1084","eafc7143ca","Thrush (Yeast Infections)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1085","f10c497249","Thymus Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1086","989e10731a","Thyroid Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1087","ec92883529","Thyroid Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1088","6bf580eb2d","Thyrotoxicosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1089","6bfafa0e4b","Tic Douleureux (Trigeminal Neuralgia)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1090","d6bb19ba77","Tick Bite (Babesiosis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1091","692b3d79a5","Tickborne Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1092","3fcac42915","Tinea Pedis (Athlete's Foot)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1093","7d56e21657","Tinnitus (ringing in ears)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1094","fb4ad4b6b5","Tongue Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1095","8c3ab66962","Tongue Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1096","6e63ce45b0","Tongue Inflammation/Swelling","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1097","37c518e3b6","Tonsillitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1098","4a386e5ac4","Tooth Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1099","91e5630764","Torticollis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1100","5f7f280507","Tourette Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1101","7b83c788e1","Toxic Shock Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1102","a076e41aa5","Toxoplasmosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1103","3cf153f9c4","Tracheal Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1104","ae32fb9e0f","Tracheostomy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1105","de71a5c9f6","Transient Ischemic Attack (TIA)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1106","71ae338f71","Traumatic Brain Injury (TBI)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1107","3fef4e3440","Treacher-Collins Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1108","82a14a9f16","Tremor","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1109","4785cea73d","Trichomoniasis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1110","9b5f138127","Trigeminal Neuralgia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1111","9f100d9858","Trisomy 21 (Down Syndrome)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1112","74c7b26e90","Tubal Ligation","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1113","c0ce4d8c51","Tuberculosis (TB)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1114","824672ff21","Tuberous Sclerosis (TSC)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1115","dbdc4cc97e","Turner Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1116","5a7687ffdc","Typhoid Fever (Salmonella Infection)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1117","f31a53e113","Ulcer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1118","01871528dc","Ulcerative Colitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1119","051eda62f2","Umbilical Hernia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1120","e6c5a72790","Uncommon Infant and Newborn Problems","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1121","4973453826","Underweight","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1122","fec0d6b5a1","Undescended Testicle","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1123","dc35b42757","Urethral Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1124","e0c1612193","Urinary Bladder Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1125","9b981d8b2b","Urinary Incontinence","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1126","7cde1e2572","Urinary Tract Infection (UTI)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1127","d87064417d","Urine with blood (Hematuria)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1128","d8cb2239d9","Urostomy (Ostomy)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1129","867b0a62c9","Urticaria (Hives)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1130","9cebf1b2d1","Usher Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1131","1653fb8302","Uterine bleeding","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1132","4be1b1d47d","Uterine Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1133","a3b1838239","Uterine Cervix Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1134","d70a5f4bb7","Uterine Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1135","dc9b973ee5","Uterine Fibroids (Uterine Leiomyomata)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1136","cc736b3bad","Uterine Prolapse","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1137","0e22b7dc53","Vaginal Bleeding","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1138","96bf79a9b5","Vaginal Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1139","c614524c88","Vaginal Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1140","2cb474f17f","Vaginal Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1141","58a7ef1b4e","Vaginal Yeast Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1142","60a218dbb6","Vaginismus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1143","1efab0ba59","Vaginitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1144","92d476857e","Valley Fever","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1145","33a3314c3d","Valvular Heart Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1146","141fb894f0","Varicose Veins","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1147","b5673f05f4","Vascular Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1148","63c92915d7","Vascular Headache","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1149","2e8a720ba7","Vasculitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1150","4527343fcc","Vasovagal Syncope","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1151","307d5b0e27","Venous Thrombosis (Blood Clots)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1152","374fcac626","Verruca (Warts)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1153","fec075bb7c","Vertigo (Dizziness)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1154","30d3389411","Vestibular Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1155","4243d39273","Vestibular Schwannoma (Acoustic Neuroma)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1156","a2ac602161","Viral Hepatitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1157","d8cab1049b","Viral Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1158","e96f882fdf","Vision problems","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1159","44a3398ddb","Vitiligo","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1160","2a22abe625","Vocal Cord Problems (Voice problems)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1161","3a539cb038","Voice Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1162","a7a4f73ed5","Voicebox Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1163","95ec53401c","Vomiting/Nausea","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1164","b354d36785","Von Hippel-Lindau Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1165","1c2814f094","Von Recklinghausen's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1166","d508609d03","Von Willebrand's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1167","bbf1b8c072","Vulvar Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1168","c55055cd94","Vulvar Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1169","d17c005a6c","Vulvodynia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1170","3ce51d54e5","Waldenstrom's Macroglobulinemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1171","9e4a638271","Walking Problems","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1172","07502d39f8","Walking/Gait Problem","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1173","cfdb9ee445","Walleye","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1174","74ce502400","Warts","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1175","6290fbb02d","Wegener's Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1176","50a542d5c2","Wegener's Granulomatosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1177","de6d9c51d9","West Nile Virus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1178","b9144b1a39","Wheat Allergy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1179","d033080dc5","Whiplash","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1180","b766c44572","Whooping Cough","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1181","4012183c05","Wilms Tumor","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1182","2b88ddbfa9","Wilson Disease (Copper Storage Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1183","cbb6fa97f8","Windpipe Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1184","aa22986e46","Wounds and Injuries (other)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1185","65145f5c88","Wrinkles","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1186","8d79f7e918","Wrist Injuries and Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1187","17ae2fabaa","Yeast Infection (Candidiasis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1188","ef555f90ca","Yellow Fever","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"1189","793ad07bf2","Zika Virus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
